level,route,Feature,value,z score,probability of do value,probability of not do value,probability difference,p value,support
2,18-39->Female,route,oral,6.272006398688424,0.6108203701736679,0.4442335476880427,0.16658682248562517,1.7821244480131782e-10,1545
2,18-39->Female,patient weight,50-70,6.070173096330108,0.6235709379327968,0.43781224120334356,0.18575869672945328,6.388622963982016e-10,636
2,18-39->Female,dose,larger than 100 MG,3.089997842028507,0.6084008289362011,0.5316009113831304,0.0767999175530707,0.0010007897479404892,664
2,18-39->Female,secondary suspect drug,Ibuprofen,3.0004611325100794,0.6979821604393383,0.5737118149587783,0.12427034548055993,0.0013478557752719666,136
2,18-39->Female,outcome,RequiredIntervention,2.905000133782382,0.7669036202724804,0.6712459574030907,0.0956576628693897,0.0018362647162212253,175
2,18-39->oral,outcome,Death,27.38867703198962,0.9127387940597754,0.4762341192152125,0.4365046748445629,0.0,760
2,18-39->oral,dose,PO,9.42597294246424,0.8373169649877119,0.5159874660506492,0.32132949893706275,0.0,132
2,18-39->oral,patient gender,Female,5.887580584428164,0.6108203701736679,0.4957573620772229,0.11506300809644499,1.9594504907516352e-09,1545
2,18-39->oral,patient weight,50-70,4.599318186721562,0.6185082715172485,0.45871882415954723,0.1597894473577013,2.1193797234975165e-06,412
2,18-39->oral,secondary suspect drug,Ibuprofen,3.5321641246930033,0.6809447221385556,0.5148969530367038,0.16604776910185182,0.00020608672750233037,108
2,18-39->oral,outcome,LifeThreatening,3.456173884811213,0.6837056086977175,0.601207053719945,0.08249855497777248,0.0002739508742658492,481
2,18-39->oral,secondary suspect drug,Acetaminophen,3.001199943532479,0.5972738081249798,0.5034913152109822,0.09378249291399754,0.0013445896254802303,362
2,18-39->oral,outcome,RequiredIntervention,1.6945239074543512,0.6691676226500651,0.6129950414876973,0.056172581162367785,0.045082886333710936,216
2,18-39->50-70,outcome,Death,8.293319834732893,0.8581024972761272,0.5937301374985767,0.26437235977755047,0.0,213
2,18-39->50-70,outcome,LifeThreatening,8.244788093951383,0.8563100348728246,0.5929699404944216,0.263340094378403,1.1102230246251565e-16,216
2,18-39->50-70,route,oral,3.4913835957843156,0.6185082715172485,0.4502986240736198,0.1682096474436287,0.00024026290177114884,412
2,18-39->50-70,dose,larger than 100 MG,1.9709863805477656,0.6358303698543633,0.5363814076617959,0.09944896219256738,0.02436271682834079,146
2,18-39->Ibuprofen,outcome,Death,8.535590477890745,0.9258660488003562,0.5875795788369915,0.33828646996336464,0.0,132
2,18-39->Ibuprofen,secondary suspect drug,Acetaminophen,3.240273273612157,0.7968153434521359,0.6295711606025693,0.16724418284956655,0.0005970759779750923,119
2,18-39->Ibuprofen,secondary suspect drug,Ibuprofen,3.1603993202694958,0.8052311944578401,0.6405803493879595,0.1646508450698806,0.0007877652262942014,100
2,18-39->Ibuprofen,patient gender,Female,1.8322237934429175,0.7185929589695242,0.6295560646938715,0.08903689427565276,0.033459042684356954,225
2,18-39->larger than 100 MG,outcome,Death,13.17697331876544,0.8529374033117524,0.49745148874028355,0.35548591457146883,0.0,308
2,18-39->larger than 100 MG,outcome,LifeThreatening,7.0971730384985205,0.7833559809739472,0.553615752123518,0.22974022885042922,6.367129046225273e-13,226
2,18-39->larger than 100 MG,patient gender,Female,5.104026869776564,0.6084008289362011,0.46017307151023296,0.1482277574259681,1.6625051590946072e-07,664
2,18-39->larger than 100 MG,route,oral,3.3295031915245645,0.5428171491159403,0.39662034476724833,0.14619680434869192,0.0004350053355564043,758
2,18-39->larger than 100 MG,patient weight,50-70,3.304492048790299,0.6358303698543633,0.4503530562800131,0.18547731357435016,0.0004757433741773287,146
2,18-39->larger than 100 MG,outcome,RequiredIntervention,2.402929799304891,0.6949251138960924,0.5911029864137548,0.10382212748233755,0.008132154673121894,130
2,18-39->larger than 100 MG,secondary suspect drug,Acetaminophen,2.008586287662199,0.5532993801997995,0.4454481741259694,0.10785120607383014,0.0222905133626059,118
2,younger than 18->oral,primary suspect drug,Acetaminophen,12.906641377082966,0.8274994913336953,0.40933783330511336,0.4181616580285819,0.0,273
2,younger than 18->oral,outcome,Death,11.155790907064638,0.9006673292067513,0.5350211250426218,0.3656462041641295,0.0,145
2,younger than 18->oral,patient weight,50-70,2.230282395008083,0.6414373870031519,0.5116795719366588,0.1297578150664931,0.012864350592152518,105
2,younger than 18->oral,patient gender,Female,2.179208344751151,0.5799891214825987,0.493289409285267,0.08669971219733175,0.014658097153440797,404
2,younger than 18->Acetaminophen,outcome,Death,5.789510138382761,0.9557168630878207,0.8241553020084826,0.13156156107933803,3.5295998346285273e-09,156
2,Ibuprofen->18-39,outcome,Death,8.535590477890745,0.9258660488003562,0.5875795788369915,0.33828646996336464,0.0,132
2,Ibuprofen->18-39,secondary suspect drug,Acetaminophen,3.240273273612157,0.7968153434521359,0.6295711606025693,0.16724418284956655,0.0005970759779750923,119
2,Ibuprofen->18-39,secondary suspect drug,Ibuprofen,3.1603993202694958,0.8052311944578401,0.6405803493879595,0.1646508450698806,0.0007877652262942014,100
2,Ibuprofen->18-39,patient gender,Female,1.8322237934429175,0.7185929589695242,0.6295560646938715,0.08903689427565276,0.033459042684356954,225
2,Ibuprofen->Acetaminophen,secondary suspect drug,Ibuprofen,2.138523625831984,0.8857273389537048,0.7767081026514154,0.10901923630228938,0.016237134359429195,105
2,Ibuprofen->Male,patient age,18-39,2.729271082651652,0.6295560646938715,0.4923362876137096,0.13721977708016186,0.0031737250798937744,156
